VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burkina Faso,2019,12.896779748,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burkina Faso,2020,13.358858748,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burundi,2019,7.106594665,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Burundi,2020,7.179543963,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cabo Verde,2019,57.660597296,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cabo Verde,2020,49.724389636,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cambodia,2019,8.286573062,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cambodia,2020,7.829128876,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cameroon,2019,25.784161117,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cameroon,2020,25.047592961,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Canada,2019,42.63532866,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Canada,2020,40.383492948,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central African Republic,2019,17.472601583,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central African Republic,2020,17.594350107,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central Asia,2019,2.547576539,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central Asia,2020,2.547614366,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central and Southern Asia,2019,2.98687139,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Central and Southern Asia,2020,2.864080105,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chad,2019,10.047482835,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chad,2020,10.470272149,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chile,2019,7.340659163,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Chile,2020,6.931973659,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,China,2019,24.216256828,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,China,2020,25.814857083,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Colombia,2019,9.625984213,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Colombia,2020,8.630935337,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Comoros,2019,68.830419526,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Comoros,2020,70.04105312,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Congo,2019,91.17216729,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Congo,2020,84.361727266,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Costa Rica,2019,18.26507144,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Costa Rica,2020,17.490445139,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Croatia,2019,35.714491248,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Croatia,2020,34.470094051,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cuba,2019,12.522867048,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cuba,2020,11.188231088,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cyprus,2019,78.400782692,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Cyprus,2020,74.941741665,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Czechia,2019,126.724210641,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Czechia,2020,132.473351774,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Côte d'Ivoire,2019,37.64898199,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Côte d'Ivoire,2020,38.513492079,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic People's Republic of Korea,2019,1.681198568,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic People's Republic of Korea,2020,1.598277522,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,2019,49.568617195,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Democratic Republic of the Congo,2020,50.82696499,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Denmark,2019,304.815499995,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Denmark,2020,288.421527245,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Dominican Republic,2019,8.752033211,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Dominican Republic,2020,8.20475489,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eastern Asia,2019,29.280653069,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eastern Asia,2020,30.409176649,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eastern and South-Eastern Asia,2019,19.531742082,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eastern and South-Eastern Asia,2020,19.913498999,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ecuador,2019,9.166924011,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ecuador,2020,8.521786499,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Egypt,2019,4.813057304,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Egypt,2020,4.873225475,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,El Salvador,2019,10.465526045,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,El Salvador,2020,9.602326441,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eritrea,2019,3.338610595,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eritrea,2020,3.306099992,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Estonia,2019,22.692937898,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Estonia,2020,26.287803603,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eswatini,2019,3.641120562,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Eswatini,2020,3.453232385,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ethiopia,2019,5.200735334,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ethiopia,2020,5.346830574,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Europe,2019,63.425086504,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Europe,2020,60.726973368,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Europe and Northern America,2019,51.590779223,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Europe and Northern America,2020,49.522852867,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Fiji,2019,43.013943535,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Fiji,2020,35.437706675,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Finland,2019,61.176949242,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Finland,2020,59.426314726,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,France,2019,87.313858185,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,France,2020,80.608027026,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Gabon,2019,99.490352714,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Gabon,2020,97.038142322,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Gambia,2019,12.427719215,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Gambia,2020,11.515865351,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Georgia,2019,9.311988812,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Georgia,2020,8.271033801,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Germany,2019,112.158324094,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Germany,2020,108.400905326,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ghana,2019,33.081250163,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ghana,2020,32.584701516,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Greece,2019,17.018327301,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Greece,2020,15.629590167,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guatemala,2019,18.446304768,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guatemala,2020,18.098502691,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guinea,2019,9.329340056,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guinea,2020,10.468492972,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guinea-Bissau,2019,4.800191327,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guinea-Bissau,2020,4.674146739,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guyana,2019,2.584503177,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Guyana,2020,3.924989911,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Haiti,2019,8.197382564,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Haiti,2020,7.918479355,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Honduras,2019,13.006672402,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Honduras,2020,11.797200695,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Hungary,2019,27.504539206,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Hungary,2020,24.461974931,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iceland,2019,64.229510109,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iceland,2020,60.169893164,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,India,2019,3.112669396,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,India,2020,2.891319115,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Indonesia,2019,4.184048911,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Indonesia,2020,4.093859295,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iran (Islamic Republic of),2019,3.949212635,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iran (Islamic Republic of),2020,4.022792427,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iraq,2019,3.571603278,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iraq,2020,2.984569868,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ireland,2019,224.795909483,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ireland,2020,236.169670575,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Israel,2019,136.458442671,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Israel,2020,134.145875853,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Italy,2019,50.080469871,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Italy,2020,45.880238989,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jamaica,2019,8.882351438,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jamaica,2020,8.115319524,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Japan,2019,57.861706268,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Japan,2020,55.416853921,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jordan,2019,33.011339221,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jordan,2020,32.584993709,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kazakhstan,2019,7.936050572,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kazakhstan,2020,7.423061976,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kenya,2019,15.285507035,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kenya,2020,14.904196485,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kuwait,2019,103.937636337,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kuwait,2020,95.947365782,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kyrgyzstan,2019,0.912152421,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kyrgyzstan,2020,0.855291936,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Land Locked Developing Countries,2019,3.353009787,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Land Locked Developing Countries,2020,3.34088369,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lao People's Democratic Republic,2019,1.986879413,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lao People's Democratic Republic,2020,2.050918425,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Latin America and the Caribbean,2019,12.80578322,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Latin America and the Caribbean,2020,11.790443927,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Latvia,2019,142.897056953,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Latvia,2020,135.593514444,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Least Developed Countries,2019,4.595686111,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Least Developed Countries,2020,4.606244931,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lebanon,2019,24.080585281,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lebanon,2020,18.30965118,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lesotho,2019,45.793507355,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lesotho,2020,43.399455338,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Liberia,2019,4.381295449,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Liberia,2020,4.265100909,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Libya,2019,8.745123842,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Libya,2020,3.528628252,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lithuania,2019,163.800417524,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lithuania,2020,163.693548955,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2019,1236.006146892,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2020,1189.976992516,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Madagascar,2019,0.80437014,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Madagascar,2020,0.721202736,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malawi,2019,5.688334308,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malawi,2020,5.600288487,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malaysia,2019,61.276795652,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malaysia,2020,57.339059317,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mali,2019,1.908617842,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mali,2020,1.948551155,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2019,200.443472602,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2020,185.853970748,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritania,2019,3.873483499,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritania,2020,3.905759123,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2019,19.32142745,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2020,16.194546861,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2019,12.945563696,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2020,11.898522151,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2019,24.156339447,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2020,22.854674474,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2019,22.270419562,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2020,18.918234143,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2019,9.108943015,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2020,8.707181826,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2019,8.023178057,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2020,7.759052074,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2019,2.038565956,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2020,1.844365927,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2019,33.619110633,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2020,30.49434834,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2019,2.650443659,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2020,2.640405029,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2019,88.079486186,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2020,85.975484809,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2019,38.801681746,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2020,38.687562324,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2019,7.749384861,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2020,7.558145789,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2019,2.705644435,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2020,2.759023384,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2019,31.68897683,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2020,30.122665956,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2019,5.289408909,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2020,17.555771935,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern Africa,2019,5.875075448,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern Africa,2020,5.543766301,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern Africa and Western Asia,2019,11.66213316,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern Africa and Western Asia,2020,11.150274874,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern America,2019,44.447871497,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Northern America,2020,42.851636059,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2019,131.498183427,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2020,129.581274461,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oceania,2019,69.106029076,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oceania,2020,76.809367702,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oceania (excluding Australia and New Zealand),2019,84.306171371,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oceania (excluding Australia and New Zealand),2020,79.983128376,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2019,39.289774667,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2020,38.103869766,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2019,1.545831812,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2020,1.539766307,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2019,32.379564163,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2020,26.505654298,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2019,50.091437836,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2020,41.120937746,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2019,14.124346682,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2020,13.897044447,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2019,4.971412329,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2020,4.423579346,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2019,4.348862326,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2020,3.895398881,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2019,49.513503267,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2020,51.600764362,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2019,30.913303415,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2020,28.488907287,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2019,29.162827841,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2020,28.352107569,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2019,197.033340296,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2020,192.419839446,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2019,54.951920183,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2020,54.409017216,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2019,8.585303568,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2020,8.446510848,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2019,29.310686378,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2020,28.468180254,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2019,19.478203088,US$/m3,I,False
